textOriginal,comment_url,authorDisplayName,title,videoId,video_name,description,publishedAt,likeCount,id,parentId,pubs,channelId,match_term,viewCount,vidLikeCount,likeToViewRatio
"I feel bad for Americans , having leaders like these men who make inhumane, disgusting comments and attack a women because she doesn't have biological kids....being a leader has no formular that requires birthing children.",https://www.youtube.com/watch?v=c85DIe3p2Ew&lc=UgwaAnMzSC2lFJ8YZwx4AaABAg,@nthabisengtsita8620,CNN,c85DIe3p2Ew,Kamala Harris’ husband’s ex-wife comes to her defense amid ‘childless’ attacks,"The ex-wife of second gentleman Doug Emhoff defended Vice President Kamala Harris against sexist criticisms about her lack of biological children, calling them “baseless” and expressing her gratitude for the presumptive Democratic nominee.

Want to stay up to date on the day’s top stories? Sign up for CNN’s 5 Things newsletter, and we’ll give you the 5 biggest stories you need to know, videos people are watching, and more!

Sign up here: https://www.cnn.com/newsletters/5-things?source=nl-acq_social_youtubedesc&utm_source=nl-acq_social_youtubedesc

 #CNN #News",2024-07-25T20:17:49Z,0,UgwaAnMzSC2lFJ8YZwx4AaABAg,NA,2024-07-25T00:10:33Z,UCupvZG-5ko_eiXAupbDfxWw,inhumane,1307143,20555,1.5725%
The statement about the miserable cat ladies who made their choices just lost my vote.,https://www.youtube.com/watch?v=c85DIe3p2Ew&lc=Ugzy4pbXCdOxQKGIAt54AaABAg,@thelithippieog9707,CNN,c85DIe3p2Ew,Kamala Harris’ husband’s ex-wife comes to her defense amid ‘childless’ attacks,"The ex-wife of second gentleman Doug Emhoff defended Vice President Kamala Harris against sexist criticisms about her lack of biological children, calling them “baseless” and expressing her gratitude for the presumptive Democratic nominee.

Want to stay up to date on the day’s top stories? Sign up for CNN’s 5 Things newsletter, and we’ll give you the 5 biggest stories you need to know, videos people are watching, and more!

Sign up here: https://www.cnn.com/newsletters/5-things?source=nl-acq_social_youtubedesc&utm_source=nl-acq_social_youtubedesc

 #CNN #News",2024-07-25T20:12:43Z,0,Ugzy4pbXCdOxQKGIAt54AaABAg,NA,2024-07-25T00:10:33Z,UCupvZG-5ko_eiXAupbDfxWw,miserable,1307143,20555,1.5725%
"VP Kamala Harris doesn’t look miserable, she looks like a happy content woman. Who looks miserable are Vance, Tucker, Trump, Mitch, Lady G or whatever the name of that southern flip flopper….they’re miserable as hell.",https://www.youtube.com/watch?v=c85DIe3p2Ew&lc=UgygYypp3JIv0F4oIU14AaABAg,@somhairlemcf5316,CNN,c85DIe3p2Ew,Kamala Harris’ husband’s ex-wife comes to her defense amid ‘childless’ attacks,"The ex-wife of second gentleman Doug Emhoff defended Vice President Kamala Harris against sexist criticisms about her lack of biological children, calling them “baseless” and expressing her gratitude for the presumptive Democratic nominee.

Want to stay up to date on the day’s top stories? Sign up for CNN’s 5 Things newsletter, and we’ll give you the 5 biggest stories you need to know, videos people are watching, and more!

Sign up here: https://www.cnn.com/newsletters/5-things?source=nl-acq_social_youtubedesc&utm_source=nl-acq_social_youtubedesc

 #CNN #News",2024-07-25T17:29:58Z,2,UgygYypp3JIv0F4oIU14AaABAg,NA,2024-07-25T00:10:33Z,UCupvZG-5ko_eiXAupbDfxWw,"c(""miserable"", ""miserable"", ""miserable"")",1307143,20555,1.5725%
"Vance says """"childless cat ladies"""" are miserable and they want to make other people miserable. But it is him who wants to restrict IVF which offers the chance of parenthood to those who desperately want it.
Also if childless people didn't have a stake in the future, none of them would join parties that treat the environment as a priority. They'd all be in the """"f--- the planet"""" party",https://www.youtube.com/watch?v=c85DIe3p2Ew&lc=Ugw7xPNWOwKLnaBer5R4AaABAg,@zmalevo2126,CNN,c85DIe3p2Ew,Kamala Harris’ husband’s ex-wife comes to her defense amid ‘childless’ attacks,"The ex-wife of second gentleman Doug Emhoff defended Vice President Kamala Harris against sexist criticisms about her lack of biological children, calling them “baseless” and expressing her gratitude for the presumptive Democratic nominee.

Want to stay up to date on the day’s top stories? Sign up for CNN’s 5 Things newsletter, and we’ll give you the 5 biggest stories you need to know, videos people are watching, and more!

Sign up here: https://www.cnn.com/newsletters/5-things?source=nl-acq_social_youtubedesc&utm_source=nl-acq_social_youtubedesc

 #CNN #News",2024-07-25T17:24:09Z,0,Ugw7xPNWOwKLnaBer5R4AaABAg,NA,2024-07-25T00:10:33Z,UCupvZG-5ko_eiXAupbDfxWw,"c(""miserable"", ""miserable"")",1307143,20555,1.5725%
"Kamala does not look miserable. She’s vibrant, has a sense of humour and demonstrates a maturity that  Trump has never exhibited. Trump is a toddler in comparison",https://www.youtube.com/watch?v=c85DIe3p2Ew&lc=UgxpR-w0xCFcUXUHdBt4AaABAg,@rehanamoola5492,CNN,c85DIe3p2Ew,Kamala Harris’ husband’s ex-wife comes to her defense amid ‘childless’ attacks,"The ex-wife of second gentleman Doug Emhoff defended Vice President Kamala Harris against sexist criticisms about her lack of biological children, calling them “baseless” and expressing her gratitude for the presumptive Democratic nominee.

Want to stay up to date on the day’s top stories? Sign up for CNN’s 5 Things newsletter, and we’ll give you the 5 biggest stories you need to know, videos people are watching, and more!

Sign up here: https://www.cnn.com/newsletters/5-things?source=nl-acq_social_youtubedesc&utm_source=nl-acq_social_youtubedesc

 #CNN #News",2024-07-25T16:24:19Z,0,UgxpR-w0xCFcUXUHdBt4AaABAg,NA,2024-07-25T00:10:33Z,UCupvZG-5ko_eiXAupbDfxWw,miserable,1307143,20555,1.5725%
Poor misogynists....miserable toxic evil,https://www.youtube.com/watch?v=c85DIe3p2Ew&lc=UgxkR69U0rgOnak0CtZ4AaABAg,@calliopelove,CNN,c85DIe3p2Ew,Kamala Harris’ husband’s ex-wife comes to her defense amid ‘childless’ attacks,"The ex-wife of second gentleman Doug Emhoff defended Vice President Kamala Harris against sexist criticisms about her lack of biological children, calling them “baseless” and expressing her gratitude for the presumptive Democratic nominee.

Want to stay up to date on the day’s top stories? Sign up for CNN’s 5 Things newsletter, and we’ll give you the 5 biggest stories you need to know, videos people are watching, and more!

Sign up here: https://www.cnn.com/newsletters/5-things?source=nl-acq_social_youtubedesc&utm_source=nl-acq_social_youtubedesc

 #CNN #News",2024-07-25T16:01:05Z,0,UgxkR69U0rgOnak0CtZ4AaABAg,NA,2024-07-25T00:10:33Z,UCupvZG-5ko_eiXAupbDfxWw,miserable,1307143,20555,1.5725%
"Raising step children is fine. The miserable GOP wants to demand all women have biological children and at the same time say they cannot work or run for office or be taken seriously as peoplebecause they are just a morher, not fit for anything else.",https://www.youtube.com/watch?v=c85DIe3p2Ew&lc=UgyvGI48K071zcJpyrR4AaABAg,@laurenwarwick6517,CNN,c85DIe3p2Ew,Kamala Harris’ husband’s ex-wife comes to her defense amid ‘childless’ attacks,"The ex-wife of second gentleman Doug Emhoff defended Vice President Kamala Harris against sexist criticisms about her lack of biological children, calling them “baseless” and expressing her gratitude for the presumptive Democratic nominee.

Want to stay up to date on the day’s top stories? Sign up for CNN’s 5 Things newsletter, and we’ll give you the 5 biggest stories you need to know, videos people are watching, and more!

Sign up here: https://www.cnn.com/newsletters/5-things?source=nl-acq_social_youtubedesc&utm_source=nl-acq_social_youtubedesc

 #CNN #News",2024-07-25T15:18:48Z,0,UgyvGI48K071zcJpyrR4AaABAg,NA,2024-07-25T00:10:33Z,UCupvZG-5ko_eiXAupbDfxWw,miserable,1307143,20555,1.5725%
Trump has kids but he seems a pretty miserable person!!,https://www.youtube.com/watch?v=c85DIe3p2Ew&lc=Ugy1OK85VWQXXxfcdjZ4AaABAg,@gaynorhead2325,CNN,c85DIe3p2Ew,Kamala Harris’ husband’s ex-wife comes to her defense amid ‘childless’ attacks,"The ex-wife of second gentleman Doug Emhoff defended Vice President Kamala Harris against sexist criticisms about her lack of biological children, calling them “baseless” and expressing her gratitude for the presumptive Democratic nominee.

Want to stay up to date on the day’s top stories? Sign up for CNN’s 5 Things newsletter, and we’ll give you the 5 biggest stories you need to know, videos people are watching, and more!

Sign up here: https://www.cnn.com/newsletters/5-things?source=nl-acq_social_youtubedesc&utm_source=nl-acq_social_youtubedesc

 #CNN #News",2024-07-25T14:44:00Z,0,Ugy1OK85VWQXXxfcdjZ4AaABAg,NA,2024-07-25T00:10:33Z,UCupvZG-5ko_eiXAupbDfxWw,miserable,1307143,20555,1.5725%
The stats actually show that women with kids are more miserable. What a dickhead.,https://www.youtube.com/watch?v=c85DIe3p2Ew&lc=UgwZ39mxM7e8IkODHeh4AaABAg,@24JJ821,CNN,c85DIe3p2Ew,Kamala Harris’ husband’s ex-wife comes to her defense amid ‘childless’ attacks,"The ex-wife of second gentleman Doug Emhoff defended Vice President Kamala Harris against sexist criticisms about her lack of biological children, calling them “baseless” and expressing her gratitude for the presumptive Democratic nominee.

Want to stay up to date on the day’s top stories? Sign up for CNN’s 5 Things newsletter, and we’ll give you the 5 biggest stories you need to know, videos people are watching, and more!

Sign up here: https://www.cnn.com/newsletters/5-things?source=nl-acq_social_youtubedesc&utm_source=nl-acq_social_youtubedesc

 #CNN #News",2024-07-25T14:18:02Z,1,UgwZ39mxM7e8IkODHeh4AaABAg,NA,2024-07-25T00:10:33Z,UCupvZG-5ko_eiXAupbDfxWw,miserable,1307143,20555,1.5725%
Saying you are a miserable cat lady without saying you are a miserable cat lady.,https://www.youtube.com/watch?v=c85DIe3p2Ew&lc=UgztV_maa0zOLxVmz3d4AaABAg,@kek3908,CNN,c85DIe3p2Ew,Kamala Harris’ husband’s ex-wife comes to her defense amid ‘childless’ attacks,"The ex-wife of second gentleman Doug Emhoff defended Vice President Kamala Harris against sexist criticisms about her lack of biological children, calling them “baseless” and expressing her gratitude for the presumptive Democratic nominee.

Want to stay up to date on the day’s top stories? Sign up for CNN’s 5 Things newsletter, and we’ll give you the 5 biggest stories you need to know, videos people are watching, and more!

Sign up here: https://www.cnn.com/newsletters/5-things?source=nl-acq_social_youtubedesc&utm_source=nl-acq_social_youtubedesc

 #CNN #News",2024-07-25T13:34:13Z,0,UgztV_maa0zOLxVmz3d4AaABAg,NA,2024-07-25T00:10:33Z,UCupvZG-5ko_eiXAupbDfxWw,"c(""miserable"", ""miserable"")",1307143,20555,1.5725%
Who is miserable about own life??? 😂,https://www.youtube.com/watch?v=c85DIe3p2Ew&lc=Ugxja6WDumnFJDc-qUh4AaABAg,@creuzasimionatto1838,CNN,c85DIe3p2Ew,Kamala Harris’ husband’s ex-wife comes to her defense amid ‘childless’ attacks,"The ex-wife of second gentleman Doug Emhoff defended Vice President Kamala Harris against sexist criticisms about her lack of biological children, calling them “baseless” and expressing her gratitude for the presumptive Democratic nominee.

Want to stay up to date on the day’s top stories? Sign up for CNN’s 5 Things newsletter, and we’ll give you the 5 biggest stories you need to know, videos people are watching, and more!

Sign up here: https://www.cnn.com/newsletters/5-things?source=nl-acq_social_youtubedesc&utm_source=nl-acq_social_youtubedesc

 #CNN #News",2024-07-25T13:33:55Z,0,Ugxja6WDumnFJDc-qUh4AaABAg,NA,2024-07-25T00:10:33Z,UCupvZG-5ko_eiXAupbDfxWw,miserable,1307143,20555,1.5725%
"I am a childless Cat Lady and I am not miserable.  Some of the most miserable times in my life were in relationships with men who cheated, lied,  and were demeaning, egotistical and thought women were mindless trophies.  I don't hate men - I just don't want them in my house.",https://www.youtube.com/watch?v=c85DIe3p2Ew&lc=UgyF40NNPMdjokNbAYp4AaABAg,@sharontabor7718,CNN,c85DIe3p2Ew,Kamala Harris’ husband’s ex-wife comes to her defense amid ‘childless’ attacks,"The ex-wife of second gentleman Doug Emhoff defended Vice President Kamala Harris against sexist criticisms about her lack of biological children, calling them “baseless” and expressing her gratitude for the presumptive Democratic nominee.

Want to stay up to date on the day’s top stories? Sign up for CNN’s 5 Things newsletter, and we’ll give you the 5 biggest stories you need to know, videos people are watching, and more!

Sign up here: https://www.cnn.com/newsletters/5-things?source=nl-acq_social_youtubedesc&utm_source=nl-acq_social_youtubedesc

 #CNN #News",2024-07-25T13:27:59Z,7,UgyF40NNPMdjokNbAYp4AaABAg,NA,2024-07-25T00:10:33Z,UCupvZG-5ko_eiXAupbDfxWw,"c(""miserable"", ""miserable"")",1307143,20555,1.5725%
"Well, I am one of those """"childless cat women"""" but I can tell you, I fight like crazy for every child who needs my help and have raised some very successful children.  Thank God for us """"childless cat women"""" who can take in those unfortunate precious children who have no mothers or fathers for whatever reason. He speaks like the apparent heartless, empty-headed ignoramus that he is!",https://www.youtube.com/watch?v=c85DIe3p2Ew&lc=Ugyyf69ZWPkIFLAbN7V4AaABAg,@helenflemister7202,CNN,c85DIe3p2Ew,Kamala Harris’ husband’s ex-wife comes to her defense amid ‘childless’ attacks,"The ex-wife of second gentleman Doug Emhoff defended Vice President Kamala Harris against sexist criticisms about her lack of biological children, calling them “baseless” and expressing her gratitude for the presumptive Democratic nominee.

Want to stay up to date on the day’s top stories? Sign up for CNN’s 5 Things newsletter, and we’ll give you the 5 biggest stories you need to know, videos people are watching, and more!

Sign up here: https://www.cnn.com/newsletters/5-things?source=nl-acq_social_youtubedesc&utm_source=nl-acq_social_youtubedesc

 #CNN #News",2024-07-25T13:17:29Z,0,Ugyyf69ZWPkIFLAbN7V4AaABAg,NA,2024-07-25T00:10:33Z,UCupvZG-5ko_eiXAupbDfxWw,unfortunate,1307143,20555,1.5725%
"Miserable!? Kamala exudes  overwhelming joy. Her presence in our country is refreshing. She’s the happiest VP in our country’s history. She obviously loves life, loves her step-children, while serving the country she loves.",https://www.youtube.com/watch?v=c85DIe3p2Ew&lc=UgzoRXzNF20GcAziOn14AaABAg,@rdsginia7499,CNN,c85DIe3p2Ew,Kamala Harris’ husband’s ex-wife comes to her defense amid ‘childless’ attacks,"The ex-wife of second gentleman Doug Emhoff defended Vice President Kamala Harris against sexist criticisms about her lack of biological children, calling them “baseless” and expressing her gratitude for the presumptive Democratic nominee.

Want to stay up to date on the day’s top stories? Sign up for CNN’s 5 Things newsletter, and we’ll give you the 5 biggest stories you need to know, videos people are watching, and more!

Sign up here: https://www.cnn.com/newsletters/5-things?source=nl-acq_social_youtubedesc&utm_source=nl-acq_social_youtubedesc

 #CNN #News",2024-07-25T12:47:29Z,0,UgzoRXzNF20GcAziOn14AaABAg,NA,2024-07-25T00:10:33Z,UCupvZG-5ko_eiXAupbDfxWw,miserable,1307143,20555,1.5725%
"""""Miserable""""... 😂😂😂 am laughing my head off.. her infectious laughter speaks volumes.. his eyeliner speaks volumes too... did he forget to clean it after the drag show",https://www.youtube.com/watch?v=c85DIe3p2Ew&lc=Ugx8AghDHD_8NGXOjRd4AaABAg,@gerardcagna7323,CNN,c85DIe3p2Ew,Kamala Harris’ husband’s ex-wife comes to her defense amid ‘childless’ attacks,"The ex-wife of second gentleman Doug Emhoff defended Vice President Kamala Harris against sexist criticisms about her lack of biological children, calling them “baseless” and expressing her gratitude for the presumptive Democratic nominee.

Want to stay up to date on the day’s top stories? Sign up for CNN’s 5 Things newsletter, and we’ll give you the 5 biggest stories you need to know, videos people are watching, and more!

Sign up here: https://www.cnn.com/newsletters/5-things?source=nl-acq_social_youtubedesc&utm_source=nl-acq_social_youtubedesc

 #CNN #News",2024-07-25T12:38:36Z,4,Ugx8AghDHD_8NGXOjRd4AaABAg,NA,2024-07-25T00:10:33Z,UCupvZG-5ko_eiXAupbDfxWw,miserable,1307143,20555,1.5725%
"What's even more disgraceful is that he said, """"MISERABLE CAT LADIES,"""" and included Pete Buttigieg in that statement.  Why did he include Buttigieg in a statement about LADIES?  Shameful.  He's disgraceful, to say the least.",https://www.youtube.com/watch?v=c85DIe3p2Ew&lc=UgyTsR-rck05wOq4QrF4AaABAg,@tls4312,CNN,c85DIe3p2Ew,Kamala Harris’ husband’s ex-wife comes to her defense amid ‘childless’ attacks,"The ex-wife of second gentleman Doug Emhoff defended Vice President Kamala Harris against sexist criticisms about her lack of biological children, calling them “baseless” and expressing her gratitude for the presumptive Democratic nominee.

Want to stay up to date on the day’s top stories? Sign up for CNN’s 5 Things newsletter, and we’ll give you the 5 biggest stories you need to know, videos people are watching, and more!

Sign up here: https://www.cnn.com/newsletters/5-things?source=nl-acq_social_youtubedesc&utm_source=nl-acq_social_youtubedesc

 #CNN #News",2024-07-25T12:35:47Z,0,UgyTsR-rck05wOq4QrF4AaABAg,NA,2024-07-25T00:10:33Z,UCupvZG-5ko_eiXAupbDfxWw,miserable,1307143,20555,1.5725%
Maybe his wife shouldn't had had him clearly she was miserable that resorted to cocaine use leading to addiction,https://www.youtube.com/watch?v=c85DIe3p2Ew&lc=UgyAX-AyePJixZWwtqh4AaABAg,@68758,CNN,c85DIe3p2Ew,Kamala Harris’ husband’s ex-wife comes to her defense amid ‘childless’ attacks,"The ex-wife of second gentleman Doug Emhoff defended Vice President Kamala Harris against sexist criticisms about her lack of biological children, calling them “baseless” and expressing her gratitude for the presumptive Democratic nominee.

Want to stay up to date on the day’s top stories? Sign up for CNN’s 5 Things newsletter, and we’ll give you the 5 biggest stories you need to know, videos people are watching, and more!

Sign up here: https://www.cnn.com/newsletters/5-things?source=nl-acq_social_youtubedesc&utm_source=nl-acq_social_youtubedesc

 #CNN #News",2024-07-25T12:30:00Z,0,UgyAX-AyePJixZWwtqh4AaABAg,NA,2024-07-25T00:10:33Z,UCupvZG-5ko_eiXAupbDfxWw,miserable,1307143,20555,1.5725%
"We don't need defending for not having children. We knew very early in life God had big plans for us to accomplish with our lives so we can't be fulltime to some things. We dedicated our lives to the Call of God. Men need to recognize that we have significant rolls in the way the world is shaped. Respect and support our gifts, talents, goals, and aspirations. Just because a woman chooses not to marry and have kids doesn't mean she doesn't have value. It simply means her path had to be different in order to achieve the level of greatness ordained for her. Stop trying to take our choices away. You are not our creator nor our GOD! Yes a woman of color will finally hold the highest honor and position in the land and guess what.....SHE won't be miserable at all.😂",https://www.youtube.com/watch?v=c85DIe3p2Ew&lc=UgzFS4cOVAFlpw5YdkF4AaABAg,@Precious-eo1fl,CNN,c85DIe3p2Ew,Kamala Harris’ husband’s ex-wife comes to her defense amid ‘childless’ attacks,"The ex-wife of second gentleman Doug Emhoff defended Vice President Kamala Harris against sexist criticisms about her lack of biological children, calling them “baseless” and expressing her gratitude for the presumptive Democratic nominee.

Want to stay up to date on the day’s top stories? Sign up for CNN’s 5 Things newsletter, and we’ll give you the 5 biggest stories you need to know, videos people are watching, and more!

Sign up here: https://www.cnn.com/newsletters/5-things?source=nl-acq_social_youtubedesc&utm_source=nl-acq_social_youtubedesc

 #CNN #News",2024-07-25T12:11:11Z,0,UgzFS4cOVAFlpw5YdkF4AaABAg,NA,2024-07-25T00:10:33Z,UCupvZG-5ko_eiXAupbDfxWw,miserable,1307143,20555,1.5725%
Vance is a miserable Ozzy Osborne mascara wearing wannabe periodt 🤣🤣😂,https://www.youtube.com/watch?v=c85DIe3p2Ew&lc=UgwNeVwdv0U_yNA2yu54AaABAg,@Michael-xh3bt,CNN,c85DIe3p2Ew,Kamala Harris’ husband’s ex-wife comes to her defense amid ‘childless’ attacks,"The ex-wife of second gentleman Doug Emhoff defended Vice President Kamala Harris against sexist criticisms about her lack of biological children, calling them “baseless” and expressing her gratitude for the presumptive Democratic nominee.

Want to stay up to date on the day’s top stories? Sign up for CNN’s 5 Things newsletter, and we’ll give you the 5 biggest stories you need to know, videos people are watching, and more!

Sign up here: https://www.cnn.com/newsletters/5-things?source=nl-acq_social_youtubedesc&utm_source=nl-acq_social_youtubedesc

 #CNN #News",2024-07-25T11:56:46Z,0,UgwNeVwdv0U_yNA2yu54AaABAg,NA,2024-07-25T00:10:33Z,UCupvZG-5ko_eiXAupbDfxWw,miserable,1307143,20555,1.5725%
"JD Vance seems to be the one who leads a miserable life - consumed by hate, jealousy and  an ambition so blind and powerful that he has sold his soul to the devil.",https://www.youtube.com/watch?v=c85DIe3p2Ew&lc=Ugy-TGGc0f2U7ZxpgEV4AaABAg,@spanishdancer6221,CNN,c85DIe3p2Ew,Kamala Harris’ husband’s ex-wife comes to her defense amid ‘childless’ attacks,"The ex-wife of second gentleman Doug Emhoff defended Vice President Kamala Harris against sexist criticisms about her lack of biological children, calling them “baseless” and expressing her gratitude for the presumptive Democratic nominee.

Want to stay up to date on the day’s top stories? Sign up for CNN’s 5 Things newsletter, and we’ll give you the 5 biggest stories you need to know, videos people are watching, and more!

Sign up here: https://www.cnn.com/newsletters/5-things?source=nl-acq_social_youtubedesc&utm_source=nl-acq_social_youtubedesc

 #CNN #News",2024-07-25T11:56:17Z,0,Ugy-TGGc0f2U7ZxpgEV4AaABAg,NA,2024-07-25T00:10:33Z,UCupvZG-5ko_eiXAupbDfxWw,miserable,1307143,20555,1.5725%
Miserable because one doesn't have children? Bullshit!,https://www.youtube.com/watch?v=c85DIe3p2Ew&lc=UgyUiLPVW6V1zol2B5R4AaABAg,@kwadwoanowuoh5971,CNN,c85DIe3p2Ew,Kamala Harris’ husband’s ex-wife comes to her defense amid ‘childless’ attacks,"The ex-wife of second gentleman Doug Emhoff defended Vice President Kamala Harris against sexist criticisms about her lack of biological children, calling them “baseless” and expressing her gratitude for the presumptive Democratic nominee.

Want to stay up to date on the day’s top stories? Sign up for CNN’s 5 Things newsletter, and we’ll give you the 5 biggest stories you need to know, videos people are watching, and more!

Sign up here: https://www.cnn.com/newsletters/5-things?source=nl-acq_social_youtubedesc&utm_source=nl-acq_social_youtubedesc

 #CNN #News",2024-07-25T11:55:58Z,0,UgyUiLPVW6V1zol2B5R4AaABAg,NA,2024-07-25T00:10:33Z,UCupvZG-5ko_eiXAupbDfxWw,miserable,1307143,20555,1.5725%
"Will they ever stop being really, really horrible people? I can't believe how low Maga-ites will go. """"Childless cat ladies who are miserable in their lives"""" Vance is a boil on the butt of humanity.",https://www.youtube.com/watch?v=c85DIe3p2Ew&lc=UgxxaoWukLTWdokO2c14AaABAg,@jennifercartwright2360,CNN,c85DIe3p2Ew,Kamala Harris’ husband’s ex-wife comes to her defense amid ‘childless’ attacks,"The ex-wife of second gentleman Doug Emhoff defended Vice President Kamala Harris against sexist criticisms about her lack of biological children, calling them “baseless” and expressing her gratitude for the presumptive Democratic nominee.

Want to stay up to date on the day’s top stories? Sign up for CNN’s 5 Things newsletter, and we’ll give you the 5 biggest stories you need to know, videos people are watching, and more!

Sign up here: https://www.cnn.com/newsletters/5-things?source=nl-acq_social_youtubedesc&utm_source=nl-acq_social_youtubedesc

 #CNN #News",2024-07-25T11:42:47Z,0,UgxxaoWukLTWdokO2c14AaABAg,NA,2024-07-25T00:10:33Z,UCupvZG-5ko_eiXAupbDfxWw,miserable,1307143,20555,1.5725%
"Vance is the one who looks miserable,Kamala looks very happy thanks.😺😻",https://www.youtube.com/watch?v=c85DIe3p2Ew&lc=Ugydsg8iPzx-16OXOmV4AaABAg,@stephenpeckham6183,CNN,c85DIe3p2Ew,Kamala Harris’ husband’s ex-wife comes to her defense amid ‘childless’ attacks,"The ex-wife of second gentleman Doug Emhoff defended Vice President Kamala Harris against sexist criticisms about her lack of biological children, calling them “baseless” and expressing her gratitude for the presumptive Democratic nominee.

Want to stay up to date on the day’s top stories? Sign up for CNN’s 5 Things newsletter, and we’ll give you the 5 biggest stories you need to know, videos people are watching, and more!

Sign up here: https://www.cnn.com/newsletters/5-things?source=nl-acq_social_youtubedesc&utm_source=nl-acq_social_youtubedesc

 #CNN #News",2024-07-25T11:15:42Z,0,Ugydsg8iPzx-16OXOmV4AaABAg,NA,2024-07-25T00:10:33Z,UCupvZG-5ko_eiXAupbDfxWw,miserable,1307143,20555,1.5725%
"Kamala doesn’t look in anyway miserable, in fact now they’re attacking her for ‘laughing to heartily!’
Do they know how ridiculous they sound? 🤔 
JD Vance “Trump is reprehensible, a total fraud, he’s America’s Hitler!”
Now he’s apologising for “being wrong about the guy!” No, Vance you were exactly right about the guy, but will say anything to ‘ad-Vance’ your career! 😡",https://www.youtube.com/watch?v=c85DIe3p2Ew&lc=Ugz0JEaECtObfUuGzm94AaABAg,@butreally289,CNN,c85DIe3p2Ew,Kamala Harris’ husband’s ex-wife comes to her defense amid ‘childless’ attacks,"The ex-wife of second gentleman Doug Emhoff defended Vice President Kamala Harris against sexist criticisms about her lack of biological children, calling them “baseless” and expressing her gratitude for the presumptive Democratic nominee.

Want to stay up to date on the day’s top stories? Sign up for CNN’s 5 Things newsletter, and we’ll give you the 5 biggest stories you need to know, videos people are watching, and more!

Sign up here: https://www.cnn.com/newsletters/5-things?source=nl-acq_social_youtubedesc&utm_source=nl-acq_social_youtubedesc

 #CNN #News",2024-07-25T11:00:21Z,0,Ugz0JEaECtObfUuGzm94AaABAg,NA,2024-07-25T00:10:33Z,UCupvZG-5ko_eiXAupbDfxWw,miserable,1307143,20555,1.5725%
"To crazy JD Vance!!!
( seems he know nothing about parenthood)

Being a good parent or have a good family doesnt always mean same blood. Theres so many kids that got rescued by amazing adoptive parents from a miserable life of being abused by real parents.

Being a good parent or a good family has nothing to do with blood ties.
Its about LOVE ❤❤❤
No matter if you christian or muslim,  black or white, gay or straight !!!!

Time to vote out all crazy Gop now please. 

Greetings from Sweden. 
J.",https://www.youtube.com/watch?v=c85DIe3p2Ew&lc=Ugw2MgGUoc6FfmEHGrV4AaABAg,@jonassjostrand2999,CNN,c85DIe3p2Ew,Kamala Harris’ husband’s ex-wife comes to her defense amid ‘childless’ attacks,"The ex-wife of second gentleman Doug Emhoff defended Vice President Kamala Harris against sexist criticisms about her lack of biological children, calling them “baseless” and expressing her gratitude for the presumptive Democratic nominee.

Want to stay up to date on the day’s top stories? Sign up for CNN’s 5 Things newsletter, and we’ll give you the 5 biggest stories you need to know, videos people are watching, and more!

Sign up here: https://www.cnn.com/newsletters/5-things?source=nl-acq_social_youtubedesc&utm_source=nl-acq_social_youtubedesc

 #CNN #News",2024-07-25T10:50:10Z,0,Ugw2MgGUoc6FfmEHGrV4AaABAg,NA,2024-07-25T00:10:33Z,UCupvZG-5ko_eiXAupbDfxWw,miserable,1307143,20555,1.5725%
"@@dianagodwin4504 that's great:) you made a sacrifice for the good of all future children and not just because they were your own! (Something certain people clearly find hard to grasp)The world is only getting harder to bring a child into, countries are already stockpiling resources in anticipation of shortfall. It is an unfortunate reality and we need to make realistic choices.",https://www.youtube.com/watch?v=c85DIe3p2Ew&lc=UgzEnXYPREKtpfwFhJ14AaABAg.A6JStwCEeV9A6Jleb0N10A,@Highlandslowlands,CNN,c85DIe3p2Ew,Kamala Harris’ husband’s ex-wife comes to her defense amid ‘childless’ attacks,"The ex-wife of second gentleman Doug Emhoff defended Vice President Kamala Harris against sexist criticisms about her lack of biological children, calling them “baseless” and expressing her gratitude for the presumptive Democratic nominee.

Want to stay up to date on the day’s top stories? Sign up for CNN’s 5 Things newsletter, and we’ll give you the 5 biggest stories you need to know, videos people are watching, and more!

Sign up here: https://www.cnn.com/newsletters/5-things?source=nl-acq_social_youtubedesc&utm_source=nl-acq_social_youtubedesc

 #CNN #News",2024-07-25T13:46:14Z,0,UgzEnXYPREKtpfwFhJ14AaABAg.A6JStwCEeV9A6Jleb0N10A,UgzEnXYPREKtpfwFhJ14AaABAg,2024-07-25T00:10:33Z,UCupvZG-5ko_eiXAupbDfxWw,unfortunate,1307143,20555,1.5725%
